Название,Рейтинг
COLINA: Legacy,0.0
Final Fantasy XV: Episode Prompto,4.1
Final Fantasy XV: Episode Gladiolus,3.7
Final Fantasy XIV: Shadowbringers,4.6
Abiotic Factor,0
Titan Quest: Atlantis,4.0
ArcheAge II,0
The Suicide of Rachel Foster,3.5
The slater,3.5
ΔV: Rings of Saturn,0.0
Noch,4.0
Final Fantasy XI: A Moogle Kupo d'Etat - Evil in Small Doses,4.0
Final Fantasy XI: A Crystalline Prophecy — Ode of Life Bestowing,3.5
Final Fantasy XI: Seekers of Adoulin,4.5
Final Fantasy XI: Chains of Promathia,4.1
Final Fantasy XI: Rise of the Zilart,3.9
Once Human,0
A King's Tale: Final Fantasy XV,3.1
The Elder Scrolls Online: Deadlands,3.8
The Elder Scrolls Online: Markarth,3.8
Superfuse,3.5
The Elder Scrolls Online: Dragonhold,3.4
The Elder Scrolls Online: Murkmire,3.9
The Elder Scrolls Online: Clockwork City,4.3
The Elder Scrolls Online: Shadows of the Hist,3.9
The Elder Scrolls Online: Dark Brotherhood,4.0
The Elder Scrolls Online: Thieves Guild,3.7
Cygnus,0
Aska,0
The Elder Scrolls Travels: Shadowkey,3.4
The Elder Scrolls Travels: Stormhold,3.5
The Elder Scrolls Travels: Dawnstar,3.3
The Adventures of Tintin: The Secret of the Unicorn,3.6
Tintin: Destination Adventure,2.5
The Adventures of Tintin: Prisoners of the Sun,3.2
Tintin on the Moon,2.3
Tintin in Tibet,3.0
Zelda's Adventure,2.3
Zelda: The Wand of Gamelon,3.1
Link: The Faces of Evil,3.3
Level Zero,0
The Legend of Zelda: Phantom Hourglass,4.0
The Legend of Zelda: Twilight Princess,4.4
The Legend of Zelda: The Minish Cap,4.3
The Legend of Zelda: Four Swords Adventures,3.9
The Legend of Zelda: Four Swords,4.1
The Legend of Zelda: Ocarina of Time 3D,4.4
The Legend of Zelda: Link's Awakening (1993),4.1
The Legend of Zelda: A Link to the Past,4.4
Shadows of Doubt,4.4
Republique: Episode 5 — Terminus,4.0
Republique: Episode 4 — God's Acre,4.0
Shadow Warrior 2: Bounty Hunt Part 2,3.5
Shadow Warrior (1997),4.0
The Girl and the Robot,0.0
Jumplight Odyssey,0.0
The Need for Speed,4.1
The Elder Scrolls: Arena,3.8
Assassin's Creed: Odyssey — The Lost Tales of Greece,3.4
Assassin's Creed: Syndicate — The Dreadful Crimes,3.5
Assassin's Creed: Syndicate — The Last Maharaja,3.1
Surviving the Abyss,0.0
Assassin's Creed: Syndicate — Jack The Ripper,3.5
Assassin's Creed: Freedom Cry,2.9
Assassin's Creed IV: Black Flag — Aveline,3.4
Jurassic Park III: Park Builder,3.7
Jurassic Park III: The DNA Factor,3.4
Jurassic Park III: Island Attack,3.7
Jurassic Park III: Danger Zone!,3.7
Jurassic Park III: Dino Defender,3.7
Warpath: Jurassic Park,3.8
The Lost World: Jurassic Park (игра 1997),3.9
The Lost World: Jurassic Park (1997),3.9
The Lost World: Jurassic Park,3.9
Jurassic Park: Rampage Edition,4.3
Jurassic Park Interactive,5.0
Jurassic Park 2: The Chaos Continues,4.2
Jurassic Park (1994),4.3
Jurassic Park (игра 1993),4.5
Jurassic Park (1993),4.4
Back to the Future (1985),4.0
Back to the Future Part II &amp; III,2.9
Borderlands: The Pre-Sequel — The Holodome Onslaught,3.3
Master Rallye,3.7
Virtua Quest,3.0
Virtua Fighter 3,3.9
Fighters Megamix,0.5
Virtua Fighter Kids,5.0
Virtua Fighter Animation,5.0
Resident Evil 7: Biohazard - Not a Hero,3.7
Resident Evil 7 Teaser: Beginning Hour,4.1
Resident Evil: The Mercenaries 3D,3.6
Resident Evil: The Darkside Chronicles,3.9
Resident Evil Outbreak: File 2,3.6
God of War: Chains of Olympus,4.0
God of War: Betrayal,3.7
Sly 3: Honor Among Thieves,4.1
Sly Cooper and the Thievius Raccoonus,3.9
Daxter,3.9
Jak and Daxter: The Lost Frontier,3.1
Jak X: Combat Racing,3.8
Jak II,3.8
Crash Bandicoot: On the Run!,3.5
Crash Bandicoot Nitro Kart 2,3.0
Crash Bandicoot Nitro Kart 3D,3.2
Crash: Mind over Mutant,3.3
Crash of the Titans,3.8
Crash Boom Bang!,2.8
War Thunder Mobile,2.9
Crash Tag Team Racing,3.6
Crash Twinsanity,4.0
Crash Bandicoot 2: N-Tranced,3.3
Dynopunk,4.9
Crash Team Racing,4.5
Little Nightmares — Secrets of the Maw,4.1
The Legend of Spyro: Dawn of the Dragon,3.7
The Legend of Spyro: The Eternal Night,3.9
The Legend of Spyro: A New Beginning,3.6
Spyro: Shadow Legacy,4.0
Spyro: A Hero's Tail,3.7
Spyro Orange: The Cortex Conspiracy,3.5
Crash Bandicoot Purple: Ripto's Rampage,3.6
Spyro: Attack of the Rhynocs,3.3
Spyro: Enter the Dragonfly,2.9
Spyro 2: Season of Flame,4.0
Spyro: Season of Ice,3.6
Spyro 2: Ripto's Rage!,4.3
Spyro the Dragon,4.0
Halo Wars 2: The Operation Spearbreaker,4.3
Ratchet &amp; Clank: Full Frontal Assault,3.1
Ratchet &amp; Clank: All 4 One,3.7
Ratchet &amp; Clank Future: A Crack in Time,4.4
Ratchet &amp; Clank Future: Quest for Booty,3.7
Secret Agent Clank,3.5
Ratchet &amp; Clank Future: Tools of Destruction,4.2
Ratchet &amp; Clank: Size Matters,3.6
Ratchet &amp; Clank: Going Mobile,3.1
Ratchet: Deadlocked,3.8
Ratchet &amp; Clank 3: Up Your Arsenal,4.2
Ratchet &amp; Clank 2: Going Commando,4.2
Shadowrun (1996),2.5
Shadowrun (1994),2.5
Shadowrun (1993),2.3
Illusion of Gaia,3.2
Mother 3,4.3
EarthBound,3.5
EarthBound Beginnings,2.4
Secret of Evermore,3.0
Breath of Fire 6,0.0
Breath of Fire: Dragon Quarter,3.0
Breath of Fire 2,2.8
Breath of Fire,3.7
Radical Dreamers: Nusumenai Hōseki,2.8
Hercules: The Legendary Journeys,3.0
Xena: Warrior Princess (2007),3.0
Xena: Warrior Princess — Girls Just Wanna Have Fun,3.0
Xena: Warrior Princess — Death in Chains,3.0
Xena: Warrior Princess: The Talisman of Fate,3.0
Xena: Warrior Princess,3.7
The Mark of Kri,3.0
Gu Mu Li Ying,2.2
Tomb Raider IV: The Times Exclusive Playable Level,3.4
Tomb Raider II: Golden Mask,3.8
Tomb Raider: Unfinished Business,3.7
Tomb Raider: Elixir of Life,2.0
Tomb Raider: Quest for Cinnabar,1.8
Tomb Raider: The Osiris Codex,2.3
Tomb Raider: Underworld — Lara's Shadow,4.1
Tomb Raider: Underworld — Beneath the Ashes,4.1
Lara Croft GO: Mirror of Spirits,4.0
Lara Croft GO: The Shard of Life,4.0
Shadow of the Tomb Raider: The Path Home,4.0
Shadow of the Tomb Raider: The Grand Caiman,3.8
Shadow of the Tomb Raider: The Serpent's Heart,3.8
Shadow of the Tomb Raider: The Price of Survival,3.9
Shadow of the Tomb Raider: The Nightmare,3.9
Shadow of the Tomb Raider: The Pillar,4.0
Shadow of the Tomb Raider: The Forge,3.9
Rise of the Tomb Raider: Blood Ties,4.0
Tomb Raider: Curse of the Sword,2.9
Tomb Raider: The Nightmare Stone,3.5
Mario vs. Donkey Kong 2: March of the Minis,2.8
Mario Party: The Top 100,3.8
Mario Party: Star Rush,3.0
Mario Party 10,2.9
Mario Party: Island Tour,3.4
Mario Party 9,2.6
Mario Party DS,2.9
Mario Party 8,2.9
Mario Party 7,3.0
Mario Party Advance,2.3
Mario Party 6,3.0
Mario Party 3,3.1
Mario Party,3.6
Mario Kart Live: Home Circuit,3.0
Mario Kart Wii,3.8
Mario Kart DS,3.5
Mario Kart: Double Dash,3.8
Mario Kart 64,3.8
Super Princess Peach,3.8
Wario Land: Super Mario Land 3,4.3
New Super Mario Bros. U,3.6
New Super Mario Bros. 2,4.0
New Super Mario Bros. Wii,4.1
New Super Mario Bros.,3.9
Super Mario World 2: Yoshi's Island,4.3
Super Mario Land 2: 6 Golden Coins,4.0
Super Mario World,4.4
Super Mario Land,3.9
Super Mario Bros. 2,3.5
Super Mario Bros.: The Lost Levels,3.7
Mario Bros.,3.6
Super Mario Bros.,4.3
Art of Murder: Deadly Secrets,3.5
Art of Murder: The Secret Files,2.5
Remains,0.0
PGA Tour 2K23,4.0
NHL 23,2.0
Giana Sisters 2D,0.0
Hard'n'Heavy,0.5
The Great Giana Sisters,3.0
Metroid Prime 3: Corruption,4.1
Metroid Prime Hunters,2.8
Project LLL,0
Metroid Prime Pinball,2.9
Metroid Prime 2: Echoes,3.5
Metroid Prime,4.4
Metroid Fusion,4.4
Super Metroid,4.4
Metroid II: Return of Samus,4.0
Metroid,3.8
Le mur de Berlin va sauter,0.5
Le crime du parking,0.5
Shadows Over Loathing,4.8
Horse Tales: Emerald Valley Ranch,1.0
Kynseed,3.3
Alba — A Wildlife Adventure,3.9
Assassin’s Creed: Bloodlines,3.6
Resistance: Fall of Man,3.3
Pepper Grinder,0
Eternal Evil,3.2
Gloomy Tales: Horrific Show Collector's Edition,0.0
Venba,3.4
Sports Story,0.0
Botany Manor,0
Aka,0.0
Goodbye World,2.5
Stranger Things VR,0
Chop Goblins,3.5
Amok Runner,1.8
Pursuit Force: Extreme Justice,4.0
Lords and Villeins,3.8
Garfield Lasagna Party,4.0
A Castle Full of Cats,4.3
Valor,0.0
The Long Reach,3.4
Sins of a Solar Empire 2,0.0
Symbiogenesis,0
Filament,3.6
Jurassic World Aftermath,5.0
Crossfire: Sierra Squad,0.5
The Light Brigade,4.0
Hello Neighbor VR: Search and Rescue,3.0
Front Mission 1st: Remake,4.1
The longing,3.6
The Dark Pictures: Switchback VR,3.5
Cosmonious High,0.0
Riven,0
Undead Under Night Rain,0.0
Resident Evil: Village — Shadows of Rose,3.5
The Goatman,0.0
Nitro Kid,3.6
Tomb Raider III: Adventures of Lara Croft,3.8
Mewgenics,0
Curse of the Sea Rats,3.4
Miss Kobayashi’s Dragon Maid: Burst Forth,3.5
Resident Evil: The Umbrella Chronicles,3.7
Tomb Raider: The Prophecy,3.1
I See Red,0.0
Alina of the Arena,4.2
One True Hero,0.0
Halloween Stories: Mark on the Bone Collector's Edition,0.0
The Mysterious Misadventures of Mollie &amp; Mordecai,0.0
Hazelnut Hex,0.0
Dinogotchi,5.0
Spellbearers,0.0
MLB The Show 22,4.0
Trifox,0.0
Hell is Others,3.4
Silent Hill: Ascension,0.8
TRAINS: Through electric storms,0
Mortal Kombat: Onslaught,0.5
The Last Oricru,2.4
Rivalia Dungeon Raiders,0.0
Maze Blaze,0.0
Crimson Snow,2.6
Space Roguelike Adventure,5.0
Stealth Force 2,4.0
SEX Apocalypse 3D,0.5
Dimensional Slaughter,0.0
Force Reboot,0.0
Priest Simulator,2.5
Behemoth,0
Blade &amp; Sorcery: Nomad,3.8
MADNESS: Project Nexus,4.0
Her Name Was Fire,4.0
Brotato,3.8
Vostok 2061,0.0
Nintendo Switch Sports,3.3
Kirby and the Forgotten Land,4.5
I Was A Teenage Exocolonist,4.5
Rumbleverse,0.0
Need for Speed Unbound,3.5
Adios,3.1
Lonesome Village,1.5
Mars Base,0.0
Rogue : Genesia,0.0
Chaos; Head Noah / Chaos; Child Double Pack,0.0
BrightSeeker,0.0
The Drone Racing League Simulator,1.8
Runbow,2.8
The Outbound Ghost,0.0
The Jackbox Party Pack 9,4.1
The Inquisitor,0
Ravenbound,2.1
Easy Red 2,3.0
The Shadelight,0.0
Pitchfork Kingdom,0.0
Remoteness,0.5
Ninja Soul,0.0
Bad Way,0.0
Wild Hearts,3.0
Construction Simulator,4.0
Snuff,0.0
Super Alloy Ranger,0.0
Ebola,3.9
Rift Loopers,0.0
INCISION,4.0
The Last Hero of Nostalgaia,3.1
Kingshunt,1.5
Immortal Legacy: The Jade Cipher,3.0
Discworld,3.4
Trinity Fusion,0.0
Warpaws,0
Phantom Fury,0
Unholy,2.5
Call of Duty: Warzone 2.0,3.0
Zcrew,0.0
Fatal Frame 4: Mask of the Lunar Eclipse,3.8
Ib Remake,4.3
Mario Strikers: Battle League,3.1
Atelier Ryza 3: Alchemist of the End &amp; the Secret Key,4.3
Kirby's Return to Dream Land,4.1
Like a Dragon: Ishin!,4.1
Tekken 8,0
Like a Dragon: Infinite Wealth,0
Turnip Boy Robs a Bank,0
Homestead Arcana,2.0
You Suck at Parking,4.2
Eville,1.8
SpiderHeck,3.6
Blood Hospital,0.0
Rabbit Hole,5.0
Like a Dragon Gaiden: The Man Who Erased His Name,5.0
Story of Seasons: A Wonderful Life,0.0
Fitness Boxing Fist of the North Star,0.0
Theatrhythm Final Bar Line,3.5
Star Wars: Tales from the Galaxy's Edge,1.0
Rise of the Ronin,0
Rune Factory 3 Special,5.0
Pacific Drive,0
Synduality,0
Demeo,0.0
Fire Emblem Engage,4.0
Various Daylife,4.5
Pikmin 4,4.6
Just Dance 2023,1.4
Fae Farm,3.5
Octopath Traveler II,4.0
Master Detective Archives: RAIN CODE,4.3
Panda Legend,2.5
HUNDRED FIRES: The rising of red star - EPISODE 1,0.0
Ebola 2,3.8
Machina Blade,0.0
Entropy: Zero 2,4.4
Linked Mask,0.0
Hundred Fires: The Rising of Red Star - Episode 2,0.0
Soulstone Survivors,3.6
NBA 2K23,2.5
Marvel World Heroes,0
Disney Mirrorverse,2.5
Disney Illusion Island,3.4
TRON: Identity,0.0
Katana-Ra: Shinobi Rising,3.8
Another Dawn,1.0
The Coma 2: Vicious Sisters,3.8
Willy Jetman: Astromonkey's Revenge,0.0
Gunman Clive 2,0.0
Plutocracy,3.5
Samosbor,0.0
Call of Duty: Warzone Mobile,0
Football Manager 2023,3.4
Terra Ventura,0.0
SG/ZH: School Girl/Zombie Hunter,2.9
MAXIMUM Action,4.2
UNDETECTED,3.5
The Tomorrow Children: Phoenix Edition,3.0
LUCID,0
Firewall Zero Hour,3.3
Firewall Ultra,0.0
Torchlight: Infinite,2.7
Kraino Origins,0.0
EBOLA 3,3.0
Ember Knights,4.0
Mortal Dark,0.0
Monster Slayer Extermination,0.0
Mars: Chaos Menace,0.0
Assassin's Creed Mirage,2.8
Stick it to the Stickman,0
Space Junkies,4.5
Kingdom of Paradise,3.0
Bentley’s Hackpack,5.0
Syphon Filter 2,4.2
Penny Blood,0
Armed Fantasia,0
Armored Lab Force VULVEHICLES,0.0
Ghost Song,3.7
SD Gundam Battle Alliance,4.0
Tin Hearts,2.5
Paper Trail,0
Wo Long: Fallen Dynasty,3.2
Gun Devil,0.0
Vengeful Guardian: Moonrider,4.3
Lightyear Frontier,0
The Great War: Western Front,0.0
Floodland,3.4
Power Chord,0.0
Tainted Grail: The Fall of Avalon,4.5
Hellsweeper VR,0
The Fabulous Fear Machine,0.0
The Case of the Golden Idol,4.5
Faerie Afterlight,0.0
God of Rock,0.0
a little to the left,3.7
The Gap,0.0
Teslagrad 2,3.4
NeverAwake,0.0
SCP: Secret Files,3.1
Edge of Sanity,0
The Last Worker,2.0
Killer Klowns from Outer Space: The Game,0
Moving Out 2,3.5
Friends vs Friends,3.6
Stranded: Alien Dawn,4.5
Scars Above,3.0
Tortuga A Pirate’s Tale,2.8
Moonbreaker,5.0
THE FINALS,0
Atlas Fallen,2.6
Under The Waves,3.9
Destiny 2: Lightfall,3.1
HUMANS CONNECT,0.0
Mountains and Seas Can Be Flat,0.0
Grim Tales Horizon Of Wishes - Collector's Edition,0.0
Slaycation Paradise,0.0
United Assault: Battle of the Bulge,0.0
Sir Whoopass: Immortal Death,0.0
A Tale of Paper: Refolded,4.2
The Ascent - Cyber Heist,3.7
Regiments,3.5
Backpack Hero,3.6
The Elder Scrolls Online: Firesong,4.0
The Elder Scrolls Online: Lost Depths,3.8
New Tales from the Borderlands,2.1
Retreat To Enen,1.0
Sky: Children of the Light,4.2
FIFA 23,2.9
Rasetsu Fumaden,0.5
AEW: Fight Forever,3.0
Knights of Honor II: Sovereign,4.3
Alone in the Dark (2024),0
The Dark Heart of Balor,0.0
Attacker-chan!,0.0
Pulling No Punches,2.0
Sunday Gold,0.0
"Cook, Serve, Delicious! 3?!",3.6
Франц,3.5
The Secret of Monkey Island,3.9
BIOMORPH,0
Train Sim World 3,4.1
Unawake,0
Super Panda's Incredible Adventure,0.0
TV189,0.0
The First Descendant,0
DISTORTION,0
SuchArt: Genius Artist Simulator,4.1
Sherlock Holmes: The Awakened (2023),3.5
Rift of the NecroDancer,0
Grim Guardians: Demon Purge,4.5
Unrailed!,3.6
Voltage High Society,0.0
Tactics Ogre: Reborn,4.5
Flippin Misfits,0.0
Meet Your Maker,3.0
HordounD,0.0
Bug Dolls Soviet Project,4.0
BloodWatch,0.0
Wife Quest,0.0
Yeomna: The Legend of Dongbaek,0.0
Breath of Ghosts 2,0.0
Kingdom Gun,0.0
Digimon Survive,4.5
ADACA,3.0
Timore Redo,0.0
Demon Strikes Back,0.0
Ghost Watchers,2.7
The Legend of Heroes: Kuro no Kiseki,4.5
Showgunners,3.7
AI Dungeon,3.5
Hindsight,2.8
Bounty Star,0
Смута,0
The Siege and the Sandfox,0
The Excavation of Hob’s Barrow,0.0
Raiden III Digital Edition,0.0
Glaciered,0
Guild Wars 2: Path of Fire,4.8
World of Warcraft: Wrath of the Lich King Classic,4.1
Krut: The Mythic Wings,0.0
DC League of Super-Pets: The Adventures of Krypto and Ace,1.7
Sword and Fairy Inn 2,0.5
Hero's Journey (2022),3.5
PARANECRO,0.0
Dinkum,4.0
"BEAR, VODKA, STALINGRAD!",0.0
Westwood Shadows,0.0
TombStar,0.0
Aviary Attorney,0.0
20 Minutes Till Dawn,3.5
Void Dementia,0.0
Going Into The Unknown,0.0
Neon Blight,0.0
Warriors Orochi 3 Ultimate Definitive Edition,3.5
Kona II: Brume,3.5
Project Lazarus,0.0
Exogenesis: Perils of Rebirth,0.0
Kirby's Dream Buffet,5.0
Alumni: Escape Room Adventure,3.5
Aegis Descent,0.0
Esse Proxy,4.5
Cycled,0.0
VRChat,3.6
Fashion Police Squad,4.2
Itadaki Smash,0.0
Klonoa: Door to Phantomile,3.8
Roboquest,3.7
Hollow 2,0.0
Executive Assault 2,3.0
eSports Boxing Club,0.0
ER Pandemic Simulator,0.0
End of Lines,0
The Emperor's Own,4.5
Elden: Path of the Forgotten,0.0
Earth Defense Force 6,0.0
Dungeon Kingdom: Sign of the Moon,0.0
Divinia Chronicles: Relics of Gan-Ti,0.0
Dinos Reborn,5.0
Die by the Blade,0.0
Demon Throttle,0.0
Democracy 4,4.0
Definitely Not Fried Chicken,0.0
Death Carnival,0.0
Dark Light,2.8
Wreckreation,0
Nine Noir Lives,0.0
Dakar Desert Rally,3.8
Cyber Knights: Flashpoint,0
Cultic,4.2
Ravenswatch,4.6
Paradize Project,0
Gangs of Sherwood,0
Chef Life: A Restaurant Simulator,3.0
Crown Wars - The Black Prince,0
Cryospace,0
Cosplay Convention Crisis,0.0
Consortium: The Tower,0.0
City Eye,0.0
City Block Builder,0.0
Circus Electrique,4.0
Children of Silentown,3.2
The Galactic Junkers,0.5
Chained Echoes,4.5
GWENT: Rogue Mage,2.4
Tom Clancy’s The Division Resurgence,0
City Legends 2 Trapped in Mirror Collector's Edition,0.0
Battle: Los Angeles - The Video Game,1.6
Our Home,0.0
Tunguska: The Visitation,0.0
Disgaea 6: Complete,1.2
Thirsty Suitors,4.0
The Cub,0
Time Flies,0.0
Kitsune: The Journey of Adashino,0
Caromble!,0.0
Cardaclysm: Shards of the Four,0.0
Hypercharge: Unboxed,3.2
Capital Command,0.0
Calico,3.8
The Bus,4.0
Brewmaster: Beer Brewing Simulator,3.9
Bravery Network Online,0.0
The Bookwalker,4.1
Body of Evidence,0.0
Blood of Heroes,0.0
War Hospital,0
Blade Assault,2.5
The Black Masses,0.0
Black Gold: Wild West Story,0.0
Beneath Oresa,0.0
Below the Stone,0.0
Bang-On Balls: Chronicles,3.3
BallisticNG,4.0
Bake 'n Switch,0.0
Bacon Man: An Adventure,0.0
Backfirewall_,3.0
Aztec Empire,0.0
Greyhill Incident,3.0
Atlas Rogues,0.0
Arcadian Atlas,0.0
Aquamarine,0.0
Anthology of Fear,3.0
Angry Birds Journey,0.5
Ancient Arenas: Chariots,0
Amid Evil: Black Labyrinth,0
American Truck Simulator: Texas,4.8
American Truck Simulator: Montana,4.4
Ambition: A Minuet in Power,0.0
Wild West Dynasty,1.0
Jected: Rivals,0.0
Atari 50: The Anniversary Celebration,0.0
Doom RPG,4.3
Bear and Breakfast,2.5
Chaos Galaxy 2,0.0
Aery — Vikings,0.0
Clanfolk,3.0
Dragon Forge,2.8
Shadowverse CCG,5.0
Camp Canyonwood,0.0
Travellers Rest,3.7
Frozen Flame,4.5
Afterimage,3.7
Harvestella,4.4
Super Bomberman R 2,3.5
Blanc,3.7
AI: The Somnium Files - Nirvana Initiative,4.2
Resident Evil Survivor,2.5
Resident Evil Gaiden,2.4
Patron Mare Nostrum,0.0
Patron,3.8
The Last Case of Benedict Fox,2.8
Metal Gear,3.7
Alliance of the Sacred Suns,0
Alien Hominid Invasion,4.0
Lord of Darkness: Prologue,5.0
The Looker,4.0
Retrowave,3.2
APICO,3.0
Shotgun King: The Final Checkmate,4.1
Aerial Knight's Never Yield,1.5
Adventure Craft,0.0
Rōnin Trail,0
Outward Definitive Edition,3.9
Legends of Amberland: The Forgotten Crown,0.0
Autobahn Police Simulator 3,1.0
2120 Mars: Project Colonies,3.5
World of Warcraft: Dragonflight,3.7
Dread Delusion,0.0
1428: Shadows over Silesia,0.0
0 A.D.:Empires Ascendant,4.3
Yomawari: Lost in the Dark,4.0
VergeWorld,0.0
Them's Fightin' Herds,3.8
Trip In Another World,0.8
Flowers Le volume sur hiver,0.0
Tsuki ni Yorisou Otome no Sahou HD,0.0
Spells &amp; Secrets,0.0
Garage: Bad Dream Adventure,0.0
Aquatico,2.0
Season: A Letter to the Future,3.9
From Space,3.0
Call of the Wild: The Angler™,2.0
Do Not Open,5.0
Do Not Feed the Monkeys 2099,3.1
Autopsy Simulator,0.0
Charon's Staircase,3.5
Dungeons of Aether,0.0
WRC Generations,3.9
Coral Island,4.0
The Chronicles Of Myrtana: Archolos,4.6
Summum Aeterna,5.0
Shatter Remastered Deluxe,0.0
Tyrant's Blessing,2.0
Oddventure,0.0
Lawgivers,3.0
Lost Eidolons,3.1
Imperiums: Rome vs. Carthage,0.0
Serial Cleaners,3.7
No Place for Bravery,0.0
Freedom Planet 2,4.3
CarX Street,3.0
Lunistice,4.5
Made in Abyss: Binary Star Falling into Darkness,5.0
American Theft 80s,1.3
Overlord: Escape From Nazarick,2.5
Final Vendetta,4.0
Demon Sword: Incubus,3.0
Rangerdog,0.0
Skeleton Crew,1.8
Orx,3.0
XEL,1.3
Necrosmith,2.9
Moonscars,3.7
Dragon Quest X: Rise of the Five Tribes Offline,0.0
Cursed to Golf,2.3
Clockwork Aquario,0.0
Rollerdrome,3.5
Lost in Play,4.3
Cookie Cutter,0
Azure Striker Gunvolt 3,4.0
River City Saga: Three Kingdoms,2.8
As Dusk Falls,4.1
Unity of Command 2: Desert Rats,2.5
The Tale of Bistun,0.0
Hellpoint: Blue Sun,3.6
Matchpoint: Tennis Championships,3.5
Klonoa Phantasy Reverie Series,4.2
Zorro The Chronicles,2.3
Crisis Core -Final Fantasy VII- Reunion,4.1
Silt,3.0
Legends of Kingdom Rush,3.1
Stasis: Bone Totem,3.8
Final Fantasy VII Rebirth,0
Selfloss,0
Risk of Rain 2: Survivors of the Void,4.4
Door: Inner Child,0.0
Circuit Superstars,3.5
Broken Pieces,3.0
Being a Penguin,0
Agent 64: Spies Never Die,0
Outriders: Worldslayer,3.2
Ground Divers!,0.0
Escape Academy,4.3
Air Twister,0.0
Steve Jackson's Sorcery! The Complete Collection,3.0
Japanese Rail Sim: Journey to Kyoto,0.0
Hatsune Miku Jigsaw Puzzle,3.0
Shadowrun Trilogy,4.4
Cooking Mama Cuisine!,3.5
Last Call BBS,3.4
MOTHERGUNSHIP: FORGE,0.0
Cloud Gardens,3.8
Fire Emblem: Genealogy of the Holy War,4.5
Revival: Recolonization,4.6
Forza Horizon 5: Hot Wheels,3.6
Pentiment,4.2
Persona 3 Portable,4.1
Minecraft Legends,3.0
Gloomwood,4.5
Ballads of Hongye,0.0
Deadlink,4.1
The Alters,0
High on Life,3.6
The Entropy Centre,3.7
Usagi Shima,0
Kaichu,5.0
Ashzel and the Power Dagger,0.0
RAWMEN: Food Fighter Arena,0
The Lord of the Rings: Return to Moria,3.9
Shoulders of Giants,5.0
Tchia,3.6
Disney Speedstorm,2.8
Madshot,3.3
Layers of Fear (2023),3.3
The Last of Us: Part I,4.4
Stormgate,0
Anger Foot,0
The Plucky Squire,0
Skate Story,0
Goat Simulator 3,3.5
Fort Solis,2.3
Aliens: Dark Descent,4.1
Deliver Us Mars,3.6
1-2 Switch,3.7
Loretta,3.6
Grid Miner,0.0
Bakery Simulator,3.8
Leviathan's Sword,0.0
Hearts of Iron IV: By Blood Alone,3.1
Cannibal Crossing,0.0
Dwerve,3.4
Deathrun TV,0.0
Resident Evil 4 Remake,4.6
Super Hexagon,3.9
Inkbound,0
Madden NFL 23,3.8
"Warhammer 40,000: Rogue Trader",0
Frogger and the Rumbling Ruins,1.5
"Warhammer 40,000: Boltgun",3.5
"Warhammer 40,000: Warpforge",2.5
The Iron Oath,0
Destroy All Humans! — Clone Carnage,3.7
Monument Valley II,4.2
Strange Investigations: Two for Solitaire Collector's Edition,0.0
Upirja,0.0
Frigato: Shadows of the Caribbean,0
Crusader Kings III: Fate of Iberia,4.0
GUILT: The Deathless,0.0
The Lord of the Rings: The Two Towers,3.7
Hellslave,3.3
Deadbolt,4.3
Yu-Gi-Oh! Master Duel,4.8
Royal Legends: Raised in Exile Collector's Edition,0.0
东方夜雀食堂 - Touhou Mystia's Izakaya,0.0
Star Wars Jedi: Survivor,3.5
Fatal Frame,4.1
Station Manager,0.0
Tap Ninja,2.5
Brigandine: The Legend of Runersia,1.0
For The King II,3.7
Neptunia x Senran Kagura: Ninja Wars,3.9
Motor Town: Behind The Wheel,4.3
Magical Girl Celesphonia,4.5
Stacklands,3.8
Deadcraft,0.0
Taiko Risshiden V DX,0.0
Marvel Snap,4.0
Simon the Sorcerer Origins,0
Hundred Days - Winemaking Simulator,3.1
Arctico,0.0
Soulash,0.0
GreedFall II: The Dying World,0
Hooked on You: A Dead by Daylight Dating Sim,3.3
Chill Corner,4.5
Airborne Troops: Countdown to D-Day,3.6
FOBIA: St. Dinfna Hotel,3.4
The Valiant,3.8
Among the Trolls,0
Miasma Chronicles,4.1
The Chant,2.9
Elemental War 2,0.0
Wingspan - European,0.0
Line War,0.0
Yaengard,0.0
The Cleaner,0.0
Oaken,0.0
The Rusty Sword: Vanguard Island,0.0
Sea Horizon,0.0
The Library of Babel,3.5
10 Minutes Till Dawn,3.3
Arma Reforger,2.8
Dwarfenstein,0.0
Fi da Puti Samurai,0.0
BITGUN,0.0
Rabbids: Party of Legends,3.8
Another Crab's Treasure,0
Wayward Strand,1.0
Gunbrella,3.9
Wildfrost,4.3
Please Fix the Road,3.0
The Lord of the Rings: Heroes of Middle-earth,3.0
DRAGON NINJA BYOKA,0.0
Survive the Rift,0.0
Internet Cafe Simulator 2,3.4
Dead Cells: The Queen and the Sea,4.0
Tower of Fantasy,3.1
Demoniaca: Everlasting Night,3.5
Nightmare of Decay,4.2
Ninja Noboken,0.0
Terraforming Mars,2.7
Off the Grid,0
Blacktail,3.5
Warped Kart Racers,0.0
Warcraft Rumble,0.0
Unsouled,3.0
Creativerse,2.3
Wizardry: The Five Ordeals,0.0
Mickey Storm and the Cursed Mask,0.0
Eiyuden Chronicle: Rising,3.9
Wildcat Gun Machine,3.3
Stellaris: Nemesis,4.3
"Haiku, the Robot",4.3
Deadly Dozen Reloaded,0.0
HunterX,4.0
Freedom Finger,1.0
